id	group	english	Part of Speech: n=noun, v=verb, adj=adjective, adv=adverb, phrase=phrase	comments for translator	Wiktionary	arabic	arabic_comments	bengali	bengali_comments	 chinese_simplified	 chinese_simplified_comments	 chinese_traditional	 chinese_traditional_comments	czech	czech_comments	 danish	danish_comments	 dutch	dutch_comments	 farsi/persian	farsi_comments	 finnish	finnish_comments	 french	french_comments	 german	german_comments	 greek	greek_comments	 hebrew	hebrew_comments	 hindi	hindi_comments	hungarian	hungarian_comments	indonesian	indonesian_comments	 italian	italian_comments	 japanese	 japanese_comments	jaVanese	javanese_comments	 korean	 korean_comments	malay	malay_comments	norwegian	norwegian_comments	 polish	 polish_comments	 portuguese	 portuguese_comments	 portuguese_br	 portuguese_br_comments	 russian	 russian_comments	 spanish	 spanish_comments	 swedish	 swedish_comments	thai	thai_comments	 turkish	turkish_comments	vietnamese	vietnamese_comments	sentinel/internal_id
97	numbers	ninety-seven			http://en.wiktionary.org/wiki/ninety-seven#Translations	سبعة وتسعون 		নব্বই-সাত 		九十七		九十七		devadesát sedm 		syvoghalvfems 		zevenennegentig		نود و هفت 		yhdeksänkymmentäseitsemän 		quatre-vingt-dix-sept		siebenundneunzig		ενενήντα επτά 		תשעים ושבעה 		सत्तानबे 		kilencvenhét 		sembilan puluh tujuh 		novantasette		九十七		sangang puluh pitu 		아흔일곱 		sembilan puluh tujuh 		nittisyv 		dziewięćdziesiąt siedem 		noventa e sete		noventa e sete		девяносто семь		noventa y siete		Nittiosju 		เก้าหมื่นเจ็ด 		doksan yedi		chín mươi bảy 		0
98	numbers	ninety-eight			http://en.wiktionary.org/wiki/ninety-eight#Translations	ثمانية وتسعين 		নব্বই-আট 		九十 八		九十八		devadesát osm 		otteoghalvfems 		achtennegentig		نود و هشت 		yhdeksänkymmentäkahdeksan 		quatre-vingt-dix-huit		achtundneunzig		ενενήντα οκτώ 		תשעים ושמונה 		अट्ठानबे 		kilencvennyolc 		sembilan puluh delapan 		novantotto		九十八		sangang puluh wolu 		아흔여덟 		sembilan puluh lapan 		nittiåtte 		dziewięćdziesiąt osiem 		noventa e oito		noventa e oito		Девяносто восемь		noventa y ocho		nittioåtta 		เก้าสิบแปด 		doksan sekiz		chín mươi tám 		0
99	numbers	ninety-nine			http://en.wiktionary.org/wiki/ninety-nine#Translations	تسعة وتسعين 		নিরানব্বুই 		九十九		九十九		devadesát devět 		nioghalvfems 		negenennegentig		نود و نه 		yhdeksänkymmentäyhdeksän 		quatre-vingt-dix-neuf		neunundneunzig		ενενήντα εννέα 		תשעים ותשעה 		निन्यानबे 		kilencvenkilenc 		sembilan puluh sembilan 		novantanove		九十九		sangang puluh sanga 		아흔 아홉 		sembilan puluh sembilan 		nittini 		dziewięćdziesiąt dziewięć 		noventa e nove		noventa e nove		девяносто девять		noventa y nueve		nittionio 		เก้าสิบเก้า 		doksan dokuz		chín mươi chín 		0
100	numbers	hundred			http://en.wiktionary.org/wiki/hundred#Translations	مائة 		শত 		一百		一百		sto 		hundred 		honderd		صد 		sata 		cent		(ein)hundert		εκατό 		מאה 		सौ 		száz 		ratus 		cento		ひゃく		ratus 		백 		ratus 		hundre 		sto 		cem		cem		сто		cien		hundra 		ร้อย 		yüz		một trăm 		0
500	numbers	five hundred			http://en.wiktionary.org/wiki/five_hundred#Translations	خمسمائة 		পাঁচশত 						pět set 		fem hundrede 				پانصد 		viisisataa 						πεντακόσια 		חמישה מאה 		पांच सौ 		ötszáz 		lima ratus 						lima ratus 		오백 		lima ratus 		fem hundre 		pięćset 										femhundra 		ห้าร้อย 				năm trăm 		0
1000	numbers	thousand			http://en.wiktionary.org/wiki/thousand#Translations	ألف 		হাজার 						tisíc 		tusinde 				هزار 		tuhat 						χίλια 		אלף 		हज़ार 		ezer 		ribu 						ribu 		천 		ribu 		tusen 		tysiąc 										tusen 		พัน 				một ngàn 		0
1001	numbers	million			http://en.wiktionary.org/wiki/million#Translations	مليون		মিলিয়ন 						milión 		million 				میلیون 		miljoona 						εκατομμύριο 		מיליון 		दस लाख 		millió 		juta 						juta 		백만 		juta 		millioner 		milion 										milj 		ล้าน 				triệu 		0
1002	numbers	billion			http://en.wiktionary.org/wiki/billion#Translations			বিলিয়ন						miliardy		milliarder				بیلیون		miljardi						δισεκατομμύριο		מיליארדים		एक अरब		billió		milyar						milyar		십억		milyar 		milliarder		miliard										miljarder		พันล้าน				tỷ		0
1000010	ordinal numbers	first			http://en.wiktionary.org/wiki/first#Translations	الأول		প্রথম		第一				první		første		eerste		اولین		ensimmäinen		première		erste		πρώτα		ראשון		पहले		első		pertama		primo				pisanan		처음으로		pertama 		første		pierwszy		primeiro		primeiro		первый		primero		först		เป็นครั้งแรก		ilk		đầu tiên		0
1000020	ordinal numbers	second		second place	http://en.wiktionary.org/wiki/second#Translations	ثان		দ্বিতীয়		第二				druhý		sekund		tweede		دوم		toinen		deuxième		zweiten		δεύτερος		שני		दूसरा		második		kedua		secondo				liyane		초		kedua 		andre		drugi		segundo		segundo		второй		segundo		andra		ที่สอง		ikinci		thứ hai		0
1000030	ordinal numbers	third			http://en.wiktionary.org/wiki/third#Translations	ثالث		তৃতীয়		第三				třetí		tredje		derde		سوم		kolmas		troisième		dritten		τρίτος		שלישי		तृतीय		harmadik		ketiga		terzo				katelu		제		ketiga 		tredje		trzeci		terceiro		terceiro		третий		tercero		tredje		ที่สาม		üçüncü		thứ ba		0
1000040	ordinal numbers	forth			http://en.wiktionary.org/wiki/forth#Translations	عليها		উচ্চৈ: স্বরে		向前				dále		frem		voort		جلو		eteenpäin		suite		weiter		εμπρός		הלאה		आगे		tovább		seterusnya		fuori				kasebut		앞으로		seterusnya 		tilbake		naprzód		adiante		adiante		вперед		adelante		framåt		ออกมา		ileri		ra		0
1000050	ordinal numbers	fifth			http://en.wiktionary.org/wiki/fifth#Translations	خامس		পঁচম		第五				pátý		femte		vijfde		پنجم		viides		cinquième		fünfte		πέμπτος		חמישי		पांचवां		ötödik		kelima		quinto				kalima		다섯 번째		kelima 		femte		piąty		quinto		quinto		пятый		quinto		femte		ที่ห้า		beşinci		thứ năm		0
1000060	ordinal numbers	sixth			http://en.wiktionary.org/wiki/sixth#Translations	سادس		ষষ্ঠ		第六				šestý		sjette		zesde		ششم		kuudes		sixième		sechsten		έκτος		שישית		छठा		hatodik		keenam		sesto				enem		여섯 번째		keenam 		sjette		szósty		sexto		sexto		шестой		sexto		sjätte		ที่หก		altıncı		thứ sáu		0
1000070	ordinal numbers	seventh			http://en.wiktionary.org/wiki/seventh#Translations	سابع		সপ্তম		第七				sedmý		syvende		zevende		هفتم		seitsemäs		septième		siebte		έβδομος		שביעי		सातवां		hetedik		ketujuh		settimo				kapitu		일곱 번째		ketujuh 		syvende		siódmy		sétimo		sétimo		седьмой		séptimo		sjunde		ที่เจ็ด		yedinci		thứ bảy		0
1000080	ordinal numbers	eighth			http://en.wiktionary.org/wiki/eighth#Translations	ثامن		অষ্টম		第八				osmý		ottende		achtste		هشتمین		kahdeksas		huitième		achten		όγδοο		השמיני		आठवाँ		nyolcadik		kedelapan		ottavo				kawolu		여덟 번째		kedelapan 		åttende		ósma		oitavo		oitavo		восьмой		octavo		åttonde		ที่แปด		sekizinci		thứ tám		0
1000090	ordinal numbers	nineth			http://en.wiktionary.org/wiki/nineth#Translations	تاسعا		nineth		第九				Devátý		nineth		nineth		nineth		yhdeksäs		nineth		nineth		nineth		Nineth		nineth		kilencedik		nineth		nono				nineth		9 번째		kesembilan 		nineth		dziewiątego		nineth		nineth		девятый		noveno		nineth		เก้า		dokuzuncu		nineth		0
1000100	ordinal numbers	tenth			http://en.wiktionary.org/wiki/tenth#Translations	العاشر		দশম		第十				desátý		tiende		tiende		دهم		kymmenesosa		dixième		zehnten		δέκατος		עשירית		दसवां		tizedik		kesepuluh		decimo				kasapuluh		열째		kesepuluh 		tiende		dziesiąty		décimo		décimo		десятый		décimo		tionde		ที่สิบ		onuncu		phần mười		0
1000110	languages	Arabic			http://en.wiktionary.org/wiki/Arabic#Translations	العربية		আরবি		阿拉伯语				arabština		Arabic		Arabisch		عربی		arabialainen		arabe		Arabisch		αραβικός		ערבית		अरबी भाषा		arab		Arab		arabo		アラビア語		Arab		아라비아 말		Arab 		arabisk		arabski		árabe		árabe		арабский		árabe		Arabic		ภาษาอาหรับ		Arapça		Tiếng Ả Rập		0
1000120	languages	Chinese			http://en.wiktionary.org/wiki/Chinese#Translations	الصينية		চীনা		汉语				Číňan		Kinesisk		Chinees		چینی		kiinalainen		Chinois		Chinesisch		κινέζικα		סיני		चीनी		kínai		Cina		cinese		中国語		Cina		중국의		Cina 		Chinese		chiński		chinês		chinês		Китайский		chino		kinesiska		จีน		Çince		Trung Quốc		0
1000130	languages	Chinese (Traditional)																																												Cina (Tradisional) 																						0
1000140	languages	Czech			http://en.wiktionary.org/wiki/Czech#Translations																																									Ceko 																						0
1000150	languages	Danish			http://en.wiktionary.org/wiki/Danish#Translations	دانماركي		ডেনিশ		丹麦的				dánština		Dansk		Deens		دانمارکی		tanska		danois		Danish		Δανός		דני		डेनिश		dán		Denmark		danese		デンマーク語		Denmark		덴마크의		Denmark 		Danish		duński		dinamarquês		dinamarquês		датский		danés		Danska		ภาษาเดนมาร์ก		Danimarkalı		Đan Mạch		0
1000160	languages	Dutch			http://en.wiktionary.org/wiki/Dutch#Translations	هولندي		ডাচ		荷兰人				holandský		Dutch		Nederlands		هلندی		hollantilainen		néerlandais		Dutch		Ολλανδός		הולנדי		डच		holland		Belanda		Olandese		オランダ語		Landa		네덜란드		Belanda 		Dutch		holenderski		holandês		holandês		голландский		holandés		nederländska		ดัตช์		Hollanda		Hà Lan		0
1000170	languages	English			http://en.wiktionary.org/wiki/English#Translations	الإنجليزية		ইংরেজি		英语				angličtina		English		Engels		انگلیسی		englanti		Anglais		Englisch		Αγγλικά		אנגלית		अंग्रेज़ी		angol		Inggris		inglese		英語		Inggris		영어		Inggris 		Norsk		angielski		Inglês		Inglês		Английский		inglés		engelska		ภาษาอังกฤษ		İngilizce		Anh		0
1000180	languages	Farsi			http://en.wiktionary.org/wiki/Farsi#Translations	الفارسية		ফার্সি		波斯语				perština		Farsi		Farsi		فارسی		Persia		Farsi		Farsi		Farsi		פרסית		फारसी		Farsi		Farsi		Farsi		ペルシア語		Persia		페르시아어		Farsi 		Farsi		Farsi		Farsi		Farsi		фарси		Farsi		Farsi		Farsi		Farsça		Farsi		0
1000190	languages	Finnish			http://en.wiktionary.org/wiki/Finnish#Translations	فنلندية		ফিনিশ		芬兰				finský		Finsk		Fins		فنلاندی		suomalainen		Finnish		Finnisch		φινλανδικός		פיני		फिनिश		finn		Finlandia		finlandese		フィンランド語		Finlandia		핀란드의		Finlandia 		Finnish		fiński		finlandês		finlandês		финский		finlandés		finska		ฟินแลนด์		Fince		Phần Lan		0
1000200	languages	French			http://en.wiktionary.org/wiki/French#Translations	فرنسي		ফরাসি		法语				francouzský		Fransk		Frans		زبان فرانسه		ranskalainen		Français		Französisch		Γάλλος		צרפתי		फ्रेंच		francia		Perancis		francese		フランス語		Perancis		프랑스의		Perancis 		fransk		francuski		francês		francês		Французский		francés		Franska		ฝรั่งเศส		Fransızca		Pháp		0
1000210	languages	German			http://en.wiktionary.org/wiki/German#Translations	ألماني		জার্মান		德语				Němec		German		Duits		آلمانی		saksa		Allemand		Deutsch		Γερμανός		גרמני		जर्मन		német		Jerman		tedesco		ドイツ語		Jerman		독일의		Jerman 		Tysk		niemiecki		alemão		alemão		Немецкий		alemán		tyska		ภาษาเยอรมัน		Almanca		Đức		0
1000220	languages	Greek			http://en.wiktionary.org/wiki/Greek#Translations	يوناني		গ্রিক		希腊语				Řek		Greek		Grieks		یونانی		kreikkalainen		grecque		Griechisch		ελληνικά		יווני		यूनानी		görög		Yunani		greco		ギリシャ語		Yunani		그리스의		Yunani 		gresk		grecki		grego		grego		греческий		griego		grekiska		กรีก		Yunan		Hy Lạp		0
1000230	languages	Hebrew			http://en.wiktionary.org/wiki/Hebrew#Translations	العبرية		হিব্রু		希伯来语				hebrejština		Hebrew		Hebreeuws		زبان عبری		heprea		hébreu		Hebräisch		Εβραϊκά		עברית		यहूदी		héber		Ibrani		ebraico		ヘブライ語の		Ibrani		히브리어		Ibrani 		Hebrew		hebrajski		hebraico		hebraico		иврит		hebreo		hebreiska		ชาวอิสราเอล		İbranice		tiếng Do Thái		0
1000240	languages	Hindi			http://en.wiktionary.org/wiki/Hindi#Translations	هندي		হিন্দি		印地文				hindština		Hindi		Hindi		هندی		hindi		Hindi		Hindi		Χίντι		הינדי		हिंदी		hindi		Hindi		Hindi		ヒンディー語		Hindi		힌디 어		Hindi 		Hindi		hinduski		hindi		hindi		хинди		hindi		Hindi		ภาษาฮินดี		Hintçe		Tiếng Hin-ddi		0
1000244	languages	Irish			http://en.wiktionary.org/wiki/Irish#Translations																																									Irlandia 																						0
1000250	languages	Italian			http://en.wiktionary.org/wiki/Italian#Translations	الإيطالي		ইতালিয়ান		意大利语				italština		Italiensk		Italiaans		ایتالیایی		italialainen		Italien		Italienisch		ιταλικά		איטלקי		इतालवी		olasz		Italia		italiano		イタリア語		Italia		이탈리아의		Itali 		italiensk		włoski		italiano		italiano		Итальянский		italiano		Italienska		อิตาเลียน		İtalyanca		Ý		0
1000260	languages	Japanese			http://en.wiktionary.org/wiki/Japanese#Translations	اليابانية		জাপানি		日语				Japonec		Japanese		Japanse		ژاپنی		japanilainen		Japonais		Japanisch		ιαπωνικά		יפני		जापानी		japán		Jepang		giapponese		日本語		Jepang		일본어		Jepang 		japanese		japoński		japonês		japonês		Японский		japonés		japanska		ญี่ปุ่น		Japonca		Nhật Bản		0
1000270	languages	Korean			http://en.wiktionary.org/wiki/Korean#Translations	كوري		কোরিয়ান		韩语				korejština		Korean		Koreaans		کره ای		korealainen		Coréen		Koreanisch		κορεάτης		קוריאני		कोरियाई		koreai		Korea		coreano		韓国語		Korea		한국의		Korea 		Korean		koreański		coreano		coreano		Корейский		coreano		koreanska		เกาหลี		Korece		Hàn Quốc		0
1000275	languages	Malay			http://en.wiktionary.org/wiki/Malay#Translations																																									Melayu 																						
1000280	languages	Norwegian			http://en.wiktionary.org/wiki/Norwegian#Translations					 挪威语				norské		Norweigan		Norweigan		 Norweigan		Norja		norweigan		Norweigan		Νορβηγικά		נורבגי		Norweigan		Norweigan		Norweigan		Norweigan		ノルウェー語		norweigan		Norweigan		Norway 		Norsk		Norweigan		norweigan		norweigan		Norweigan		noruego		Norweigan		นอร์เวย์		Norweigan				0
1000290	languages	Persian			http://en.wiktionary.org/wiki/Persian#Translations	اللغة الفارسية		ফার্সি		波斯语				Peršan		Persian		Perzisch		فارسی		persialainen		Persique		Persian		Πέρσης		הפרסי		फ़ारसी		perzsa		Persia		persiano		ペルシア語		Persia		페르시아의		persian 		persisk		perski		persa		persa		персидский		persa		Persiska		ชาวเปอร์เซีย		İran		Tiếng Ba Tư		0
1000300	languages	Polish			http://en.wiktionary.org/wiki/Polish#Translations	بولندي		পোলিশ		波兰语				polský		polsk		Pools		لهستانی		puola		polonais		Polnisch		Πολωνός		פולני		पोलिश		lengyel		Polandia		polacco		ポーランド語		Polandia		폴란드의		Polandia 		Polsk		polski		polonês		polonês		польский		polaco		polska		ขัด		Polonya		Ba Lan		0
1000310	languages	Portuguese			http://en.wiktionary.org/wiki/Portuguese#Translations																																									Portugis 																						0
1000320	languages	Russian			http://en.wiktionary.org/wiki/Russian#Translations																																									Rusia 																						0
1000330	languages	Spanish			http://en.wiktionary.org/wiki/Spanish#Translations	الأسبانية		স্প্যানিশ		西班牙人				španělština		Spanish		Spaans		اسپانیایی		espanjalainen		espagnol		Spanisch		ισπανικά		ספרדית		स्पेनिश		spanyol		Spanyol		Spagnolo		スペイン語		Spanyol		스페인의		Spanyol 		Spansk		hiszpański		espanhol		espanhol		испанский		español		Spanska		ภาษาสเปน		İspanyolca		Tây Ban Nha		0
1000340	languages	Swedish			http://en.wiktionary.org/wiki/Swedish#Translations	اللغة السويدية		সুইডিশ		瑞典				švédský		Svensk		Zweedse		سوئد		ruotsi		Swedish		Schwedisch		σουηδικά		השבדי		स्वीडिश		svéd		bahasa Swedia		svedese		スウェーデン語		Swedia		스웨덴의		Swedia 		svensk		szwedzki		sueco		sueco		шведский		sueco		svensk		สวีเดน		İsveç		Thụy Điển		0
1000350	languages	Thai			http://en.wiktionary.org/wiki/Thai#Translations																																									Thai 																						0
1000360	languages	Turkish			http://en.wiktionary.org/wiki/Turkish#Translations	التركية		তুর্কি		土耳其				turečtina		Tyrkisk		Turks		ترکی		turkki		turque		Türkisch		Τουρκικά		תורכי		तुर्की		török		Turki		turco		トルコ語		Turki		터키의		Turki 		Tyrkisk		turecki		turco		turco		турецкий		turco		turkiska		ตุรกี		Türk		Thổ Nhĩ Kỳ		0
1000370	languages	Vietnamese			http://en.wiktionary.org/wiki/Vietnamese#Translations																																									Vietnam 																						0
1000380	colors	black			http://en.wiktionary.org/wiki/black#Translations	أسود		কালো		黑色				černý		black		zwart		سیاه		musta		Noir		schwarz		μαύρος		שחור		काला		fekete		hitam		nero		黒		ireng		검정		hitam 		svart		czarny		preto		preto		Черный		Negro		svart		สีดำ		siyah		đen		0
1000390	colors	blue			http://en.wiktionary.org/wiki/blue#Translations	أزرق		নীল		蓝色				modrý		blå		blauw		ابی		sininen		Bleu		blau		μπλε		כחול		नीला		kék		biru		blu		青		biru		푸른		biru 		blå		niebieski		azul		azul		Синий		Azul		blå		สีน้ำเงิน		mavi		màu xanh		0
1000400	colors	cyan			http://en.wiktionary.org/wiki/cyan#Translations	السماوي		সায়ান		青绿色				cyan		cyan		cyaan		فیروزه ای		syaani		Cyan		cyan		κυανό		ציאן		सियान		cián		cyan		ciano		シアン		cyan		시안		cyan 		cyan		cyan		ciano		ciano		Бирюзовый				cyan		สีฟ้า		cam böbeği		cyan		0
1000410	colors	gray			http://en.wiktionary.org/wiki/gray#Translations	رمادي		ধূসর		灰色				šedá		grå		grijs		خاکستری		harmaa		Gris		grau		γκρί		אפור		ग्रे		szürke		abu-abu		grigio		灰色		werna abu-abu		회색		abu-abu 		grå		szary		cinza		cinza		Серый		Gris		grå		สีเทา		gri		màu xám		0
1000420	colors	green			http://en.wiktionary.org/wiki/green#Translations	أخضر		সবুজ		绿色				zelený		grøn		groen		سبز		vihreä		Vert		grün		πράσινος		ירוק		ग्रीन		zöld		hijau		verde		緑		ijo		녹색		hijau 		grønn		zielony		verde		verde		Зеленый		Verde		grön		สีเขียว		yeşil		xanh		0
1000430	colors	orange			http://en.wiktionary.org/wiki/orange#Translations	البرتقالي		কমলা		橘黄色				oranžový		appelsin		oranje		نارنجی		oranssi		Orange		Orange		πορτοκάλι		תפוז		नारंगी		narancs		jeruk		arancione		オレンジ（橙）		oranye		오렌지		jeruk 		orange		pomarańczowy		laranja		laranja		Оранжевый				apelsin		สีส้ม		turuncu		cam		0
1000440	colors	purple			http://en.wiktionary.org/wiki/purple#Translations	أرجواني		রক্তবর্ণ		紫色				nachový		lilla		purper		رنگ ارغوانی		violetti		Pourpre		lila		μωβ		סגול		बैंगनी		lila		ungu		viola		紫		kain		자		ungu 		lilla		purpurowy		roxo		roxo						lila		สีม่วง		mor		màu tím		0
1000450	colors	red			http://en.wiktionary.org/wiki/red#Translations	أحمر		লাল		红色				červený		red		rood		قرمز		punainen		Rouge		red		κόκκινος		אדום		लाल		piros		merah		rosso		赤		abang		빨강		merah 		red		czerwony		vermelho		vermelho		Красный		Rojo		röd		สีแดง		kırmızı		đỏ		0
1000460	colors	white			http://en.wiktionary.org/wiki/white#Translations	أبيض		সাদা		白色				bílý		hvid		wit		سفید		valkoinen		Blanc		weiß		λευκό		לבן		सफ़ेद		fehér		putih		bianco		白		putih		화이트		putih 		hvit		biały		branco		branco		Белый		Blanco		vit		ขาว		beyaz		trắng		0
1000470	colors	yellow			http://en.wiktionary.org/wiki/yellow#Translations	أصفر		হলুদ		黄色				žlutý		gul		geel		زرد		keltainen		Jaune		gelb		κίτρινος		צהוב		पीला		sárga		kuning		giallo		黄色		kuning		황색		kuning 		gul		żółty		amarelo		amarelo		Желтый		Amarillo		gul		สีเหลือง		sarı		vàng		0
1000480	colors	pink			http://en.wiktionary.org/wiki/pink#Translations	وردي		গোলাপী		粉红色				růžový		pink		roze		رنگ صورتی		vaaleanpunainen				rosa		ροζ		ורוד		गुलाबी		rózsaszín		warna merah muda		rosa				Jambon		핑크		berwarna merah muda 		rosa		różowy		rosa		rosa						rosa		สีชมพู		pembe		màu hồng		0
1000490	colors	gold			http://en.wiktionary.org/wiki/gold#Translations	الذهب		স্বর্ণ		金色				zlato		guld		goud		طلا		kulta				Gold		χρυσός		זהב		सोना		arany		emas		oro				emas		금		emas		gull		złoto		ouro		ouro						guld		ทอง		altın sarısı		vàng		0
1000500	Game Play	Start		Start Game		ابدأ				开始																																																						Başla				0
1000510	Game Play	Start Game				ابدأ العبة				开始游戏																																																						Oyun başlat				0
1000520	Game Play	Play				العب																																Gioco																														0
1000530	Game Play	Play again				العب مرة اخرى																																																														0
1000540	Game Play	New Game				لعبة جديدية				新游戏																																																						Yeni oyun				0
1000550	Game Play	New		New Game		جديد				新																 Neu																																						Yeni				0
1000560	Game Play	Resume		Resume Game		تابع				回到游戏																																																						Devam et				0
1000570	Game Play	Restart																																																														Yeniden başlat				0
1000580	Game Play	Score								得分																																																						Skor				0
1000590	Game Play	Your Score																																																																		0
1000600	Game Play	High Scores								高分 or 高分榜																																																						En yüksek skorlar				0
1000610	Game Play	Help		Help Menu		مساعدة				帮助																																																						Yardım				0
1000620	Game Play	Next Level																																																																		0
1000630	Misc	Info				معلومات																				 Info																																										0
1000640	Misc	Done		Finished action		تم																		Retour																																								Bitti				0
1000650	Misc	Close 		Close Window		إغلاق																				 Schließen																																						Kapat				0
1000660	Misc	Dismiss																						Annuler																																												0
1000670	Misc	More																																																														Daha fazla				0
1000680	Misc	Email failed to send. Please try again.																						Echec lors de l'envoi de l'email.																																												0
1000690	Action	Undo		Undo a move/action		تراجع																																																										Geri al				0
1000700	Action	Edit																								 Bearbeiten																																										0
1000710	Action	Cancel																						Annuler		Abbrechen																																Cancelar										0
1000720	Action	Delete																																																																		0
1000730	Action	Send				أرسل																																																														0
1000740	Action	Save																						Sauvegarder		 Speichern																																										0
1000750	Action	Copy																						Copier																																												0
1000760	Misc	Failed																						Echec																																												0
1000770	Game Level	Beginner				مبتدأ																																																														0
1000780	Game Level	Intermediate																																																																		0
1000790	Game Level	Advanced				متقدم																																																														0
1000800	Game Level	Easy				سهل																																																										Kolay				0
1000810	Game Level	Normal																																																														Normal				0
1000820	Game Level	Difficult				صعب																																																										Zor				0
1000830	Game Level	Hard																																																														Çok zor				0
1000840	Game Level	Insane																																																														Aşmış	literal translation of Insane is 'deli'			0
1000850	Misc	Option				خيار																																																														0
1000860	Misc	Options				خيارات																																																														0
1000870	Misc	Adventure																																																																		0
1000880	directions	east			http://en.wiktionary.org/wiki/east#Translations	الشرق		পূর্ব 		东		東		východ 		øst 		oosten		شرق 		itään 		est		Osten		ανατολή 		מזרח 		पूर्व 		kelet 		timur 		est		東		timur 		동쪽 		timur 		øst 		wschód 		leste 		leste 		восток		este		öst 		ทางทิศตะวันออก 		doğu		đông 		0
1000890	directions	north			http://en.wiktionary.org/wiki/north#Translations	شمال		উত্তর 		北		北		sever 		nord 		noorden		شمال 		pohjoiseen 		nord		Norden		βόρειος 		צפון 		उत्तर 		északi 		utara 		nord		北		utara 		북 		utara 		nord 		północ 		norte 		norte 		север		norte		norr 		เหนือ 		kuzey		phía bắc 		0
1000900	directions	south			http://en.wiktionary.org/wiki/south#Translations	جنوب		দক্ষিণ 		南		南		na jih 		syd 		zuiden		جنوب 		etelä 		sud		Süden		νότος 		דרום 		दक्षिण 		délre 		selatan 		sud		南		kidul 		남쪽 		selatan 		sør 		południe 		sul 		sul 		юг		sur		söder 		ใต้ 		güney		phía nam 		0
1000910	directions	west			http://en.wiktionary.org/wiki/west#Translations	غرب		পশ্চিম 		西		西		západ 		vest 		west		غرب 		länsi 		ouest		Westen		δύση 		מערב 		पश्चिम 		nyugat 		barat 		ovest		西		kulon 		서쪽 		barat 		vest 		zachód 		oeste 		oeste 		запад		oeste		väst 		ทิศตะวันตก 		batı		tây 		0
1000920	directions	right			http://en.wiktionary.org/wiki/right#Translations	اليمين		ডান 						doprava 		højre 				راست 		oikea 						δεξιά 		נכון 		सही 		jobbra 		tepat 						kanan 		권리 		tepat 		rett 		prawo 		direito 		direito 		право 		derecho 		höger 		ขวา 		sağ 		đúng 		0
1000930	directions	left			http://en.wiktionary.org/wiki/left#Translations	اليسار		বাম 						vlevo 		venstre 				چپ 		vasen 						αριστερά 		עזב 		बाएं 		balra 		kiri 						kiri 		좌회전 		kiri 		venstre 		lewo 		esquerda 		esquerda 		слева 		izquierda 		vänster 		ซ้าย 		sol 		trái 		0
1000940	directions	turn right	phrase					ডানে ঘুরান 						odbočte vpravo 		drej til højre 				به نوبه خود حق 		käänny oikealle 						στρίψτε δεξιά 		פונה ימינה 		सही बारी 		jobbra 		belok kanan 						belok kanan 		우회전 		belok kanan 		ta til høyre 		skręć w prawo 		vire à direita 		vire à direita 		повернуть направо 		girar a la derecha 		sväng höger 		เลี้ยวขวา 		sağa dönmek 		rẽ phải 		0
1000950	directions	turn left	phrase					চালু বাকি 						odbočit vlevo 		drej til venstre 				سمت چپ 		käänny vasemmalle 						στρίψτε αριστερά 		פונה שמאלה 		बाएं मुड़ें 		balra 		berbelok ke kiri 						belok kiri 		좌회전 		belok kiri 		ta til venstre 		skręcić w lewo 		vire à esquerda 		vire à esquerda 		повернуть налево 		girar a la izquierda 		sväng vänster 		เลี้ยวซ้าย 		turn left 		rẽ trái 		0
1000960	directions	up			http://en.wiktionary.org/wiki/up#Translations	فوق		উপর 						nahoru 		op 				بالا 		ylös 						επάνω 		עד 		ऊपर 		fel 		naik 						naik 		올라 		ke atas 		opp 		w górę 		para cima 		para cima 		вверх 		hasta 		upp 		ขึ้น 		yukarı 		lên 		0
1000970	directions	down			http://en.wiktionary.org/wiki/down#Translations	تحت		নিচে						dolů		ned				پایین		alas						κάτω		מטה		नीचे		le		turun						turun		아래로		turun		ned		w dół		para baixo		para baixo		вниз		abajo		ner		ลง		aşağı		xuống		0
1000980	social	Share		Share on Twitter, Facebook																																																																0
1000990	Seven Wonders	Time Remaining				الوقت المتبقي																																																														0
1001000	Seven Wonders	death																																																																		0
1001010	Seven Wonders	soundtrack																																																																		0
1001020	Seven Wonders	pyramid				أهرام																																																														0
1001030	Seven Wonders	carpet				سجادة																																																														0
1001040	Seven Wonders	Ankh		http://en.wikipedia.org/wiki/Ankh																																																																0
1001050	Seven Wonders	bump																																																																		0
1001060	Seven Wonders	ground				أرض																																																														0
1001070	Seven Wonders	Sphinx		of Egypt																																																																0
1001080	Seven Wonders	terrain	n																																																																	0
1001090	Seven Wonders	dunes	n	sand dunes																																																																0
1001100	Seven Wonders	sword	n			سيف																																																														0
1001110	Seven Wonders	wind	n			رياح																																																														0
1001120	Account Management	Accounts																																																																		0
1001130	Account Management	Updated Just Now																																																																		0
1001140	Account Management	Buy		To purchase		إشتري																																																														0
1001150	Account Management	Account Name																																																																		0
1001160	Account Management	Sign In																																																																		0
1001170	Account Management	Required																																																																		0
1001180	Misc	Usage 																						 Utilisation		 Nutzung														 使用																		 Uso										0
1001190	Misc	History 																						 L'histoire		 Verlauf														 ヒストリリスト																		 Historia										0
1001200	Misc	Settings 																						 Paramètres	Réglages	 Einstellungen														 設定																		 Configuración										0
1001210	Misc	Received 																						 Reçues		 Empfangen														 もらいました																		 Recibió										0
1001220	Misc	Sent 																						 Envoyé		 Gesendet														 送信																		 Enviado										0
